# t (s)	mx ()	my ()	mz ()	B_demag.region4x (T)	B_demag.region4y (T)	B_demag.region4z (T)	Counter (No unit)
0	0.0029374727	-0.87715393	-0.000102569546	-0.0014709481	-0.023002613	0.006213211	5.4e-07
0	0.0028813581	-0.87712556	-0.000101444086	-0.0022531468	-0.02359958	0.006389255	5.5e-07
0	0.0005209141	-0.87780505	-0.00024108608	-0.0026895897	-0.024351358	0.006510635	5.6e-07
0	0.0006837806	-0.8771544	-0.000101447346	-0.003206069	-0.025023278	0.0067094634	5.7e-07
0	0.0006837901	-0.87715447	-0.00010144713	-0.0040170997	-0.025814254	0.006946731	5.8e-07
0	-0.008139048	-0.87712973	-0.00010144752	-0.004684779	-0.026731575	0.007252481	5.9e-07
0	-0.005940787	-0.8771498	-0.000101450205	-0.005817603	-0.028034016	0.0077145915	6e-07
0	0.0007398197	-0.87715805	-0.00010256955	-0.0069354223	-0.0295778	0.008352872	6.1e-07
0	0.002881441	-0.87715036	-0.000101446836	-0.0068022907	-0.030872436	0.008687659	6.2e-07
0	-0.008139069	-0.87712973	-0.00010144731	-0.0077049066	-0.032796536	0.009555249	6.3e-07
0	0.00068380125	-0.87715447	-0.00010144725	-0.007914162	-0.034923375	0.010290399	6.4e-07
0	-0.0081392545	-0.8771546	-0.000101450896	-0.008357315	-0.037947886	0.011394171	6.5e-07
0	-0.008139527	-0.8771792	-0.000101452904	-0.007683389	-0.03963019	0.012338166	6.6e-07
0	-0.008139069	-0.87712973	-0.000101447324	-0.007900108	-0.04449181	0.014438377	6.7e-07
0	0.0006837463	-0.87712973	-0.00010144477	-0.0066619483	-0.04835384	0.016746031	6.8e-07
0	-0.0059407875	-0.8771499	-0.000101450285	-0.0034594003	-0.047631115	0.016839987	6.9e-07
0	-0.005940588	-0.87712514	-0.00010144755	-0.0014404069	-0.04981641	0.018317763	7e-07
0	-0.005940583	-0.87712514	-0.00010144781	0.0007997183	-0.05168883	0.019323662	7.1e-07
0	0.002881441	-0.8771503	-0.00010144682	0.0033313304	-0.054659814	0.023263305	7.2e-07
0	0.0029375441	-0.8771786	-0.00010257242	0.005022681	-0.052223228	0.0224344	7.3e-07
0	0.0006838218	-0.8771792	-0.00010144993	0.008263393	-0.055468373	0.025479436	7.4e-07
0	0.00067834026	-0.8771914	-0.00011019602	0.008187454	-0.05082464	0.025890416	7.5e-07
0	-0.006065513	-0.8778794	-0.00024596232	0.009819429	-0.050891593	0.025711432	7.6e-07
0	0.002846743	-0.8772079	-0.00011052938	0.011226147	-0.04970504	0.027978702	7.7e-07
0	0.0028189628	-0.8772772	-9.9182034e-05	0.0120065585	-0.04877838	0.029189754	7.8e-07
0	0.002774099	-0.8772922	-0.00010750298	0.010715571	-0.04721812	0.028836554	7.9e-07
0	-0.008639797	-0.8775653	5.92258e-06	0.0127704935	-0.04495607	0.03234198	8.1e-07
0	-0.008470335	-0.8776589	-0.00010290804	0.012718442	-0.04365717	0.031472273	8.2e-07
0	0.0024483826	-0.8778082	-0.00010395168	0.013034705	-0.043310724	0.03160175	8.3e-07
0	-0.009235173	-0.87801194	-0.00011887735	0.012560507	-0.04395493	0.03284109	8.4e-07
0	-0.0034301663	-0.8792469	-4.2948894e-05	0.015548222	-0.048133694	0.021407152	8.5e-07
0	-0.0010755607	-0.87932307	-0.00032080262	0.013083918	-0.04721432	0.01962551	8.6e-07
0	-0.01202532	-0.87947935	-0.0004082535	0.013041877	-0.047883824	0.021799186	8.7e-07
0	-6.723961e-05	-0.87898767	-0.00015088005	0.012936035	-0.04448627	0.023413539	8.8e-07
0	-0.0031914946	-0.87961614	-0.00043735196	0.014183445	-0.046782445	0.01903185	8.9e-07
0	-0.0122221075	-0.8797556	-0.00035009283	0.013150542	-0.045021992	0.018377025	9e-07
0	-0.00926247	-0.8797746	-0.00016572303	0.015451969	-0.045247894	0.024781432	9.1e-07
0	-0.009255179	-0.8812843	-0.00039941113	0.013575863	-0.040671695	0.020518893	9.2e-07
0	-0.009343612	-0.8812986	-0.0004363879	0.012459209	-0.04065259	0.018273069	9.3e-07
0	-0.012139389	-0.87920445	-0.00025744078	0.01942919	-0.047310647	0.027041638	9.4e-07
0	-0.001016436	-0.8798072	-0.00025728694	0.02153179	-0.045265935	0.026898883	9.5e-07
0	-0.0029920195	-0.8812775	-0.00049921137	0.016191699	-0.0426198	0.01879251	9.6e-07
0	-0.009801553	-0.88107425	-0.00036585494	0.020110121	-0.042773392	0.020310191	9.7e-07
0	-0.012043803	-0.88127476	-0.00048055596	0.022959862	-0.041937355	0.018863285	9.8e-07
