# Filename: data_1055.dat
# Timestamp: Fri Dec 13 21:10:19 2019

# Column 1:
#	end: 0.2
#	name: IPS120-10 (swept B(T))
#	size: 2
#	start: -0.2
#	type: coordinate
# Column 2:
#	end: 0
#	name: y_parameter (none)
#	size: 1
#	start: 0
#	type: coordinate
# Column 3:
#	end: 0
#	name: z_parameter (none)
#	size: 1
#	start: 0
#	type: coordinate
# Column 4:
#	name: lockin 1
#	type: value
# Column 5:
#	name: Keithley 1
#	type: value
# Column 6:
#	name: Keithley 2
#	type: value
# Column 7:
#	name: lockin 2
#	type: value

100	-1.998000000000e-01	0	8.273180000000e-03	7.241164220000e-02	1.473912710000e-05	7.684400000000e-06
100	-1.991500000000e-01	0	8.284630000000e-03	7.629051300000e-02	1.473912710000e-05	7.678810000000e-06
100	-1.983700000000e-01	0	8.287490000000e-03	7.361595510000e-02	1.336733040000e-05	7.603350000000e-06
100	-1.975100000000e-01	0	8.289400000000e-03	7.500378890000e-02	1.542502550000e-05	7.657390000000e-06
100	-1.966600000000e-01	0	8.293210000000e-03	7.211385350000e-02	1.199553360000e-05	7.629450000000e-06
100	-1.958200000000e-01	0	8.294170000000e-03	7.447053930000e-02	1.748272060000e-05	7.732830000000e-06
100	-1.949200000000e-01	0	8.290350000000e-03	7.197396210000e-02	9.251940140000e-06	7.839000000000e-06
100	-1.940200000000e-01	0	8.300840000000e-03	7.379324320000e-02	1.405322870000e-05	7.947030000000e-06
100	-1.931400000000e-01	0	8.287490000000e-03	7.180498430000e-02	1.611092390000e-05	7.743070000000e-06
100	-1.922600000000e-01	0	8.291300000000e-03	7.232853840000e-02	1.473912710000e-05	7.690920000000e-06
100	-1.914900000000e-01	0	8.303700000000e-03	7.329462030000e-02	1.336733040000e-05	7.864150000000e-06
100	-1.906700000000e-01	0	8.320870000000e-03	7.207576420000e-02	2.091221250000e-05	8.023400000000e-06
100	-1.897400000000e-01	0	8.308470000000e-03	7.404878750000e-02	1.336733040000e-05	8.063450000000e-06
100	-1.888900000000e-01	0	8.318010000000e-03	7.226828810000e-02	1.199553360000e-05	8.108150000000e-06
100	-1.879800000000e-01	0	8.309420000000e-03	7.492414770000e-02	1.405322870000e-05	8.112810000000e-06
100	-1.870800000000e-01	0	8.322780000000e-03	7.290333980000e-02	1.062373690000e-05	8.108150000000e-06
100	-1.861900000000e-01	0	8.289400000000e-03	7.311733210000e-02	1.199553360000e-05	8.366130000000e-06
100	-1.853500000000e-01	0	8.307520000000e-03	7.241302720000e-02	2.091221250000e-05	8.283240000000e-06
100	-1.844600000000e-01	0	8.334220000000e-03	7.396152840000e-02	2.091221250000e-05	8.019680000000e-06
100	-1.835600000000e-01	0	8.333270000000e-03	7.224404950000e-02	1.268143200000e-05	8.359610000000e-06
100	-1.827200000000e-01	0	8.327540000000e-03	7.610629960000e-02	1.816861900000e-05	8.524450000000e-06
100	-1.819500000000e-01	0	8.336130000000e-03	7.303422830000e-02	1.816861900000e-05	8.482540000000e-06
100	-1.810500000000e-01	0	8.330400000000e-03	7.491999250000e-02	1.816861900000e-05	8.610140000000e-06
100	-1.801800000000e-01	0	8.339940000000e-03	7.386872920000e-02	1.268143200000e-05	8.783360000000e-06
100	-1.792900000000e-01	0	8.339940000000e-03	7.441859950000e-02	1.473912710000e-05	8.812230000000e-06
100	-1.784100000000e-01	0	8.363780000000e-03	7.266303120000e-02	1.336733040000e-05	9.063690000000e-06
100	-1.775300000000e-01	0	8.362830000000e-03	7.301691500000e-02	1.268143200000e-05	8.946340000000e-06
100	-1.766300000000e-01	0	8.346620000000e-03	7.275375290000e-02	1.199553360000e-05	8.952860000000e-06
100	-1.757800000000e-01	0	8.351390000000e-03	7.290888000000e-02	1.405322870000e-05	9.118640000000e-06
100	-1.749000000000e-01	0	8.371410000000e-03	7.396360600000e-02	1.405322870000e-05	9.078590000000e-06
100	-1.740400000000e-01	0	8.357110000000e-03	7.265125820000e-02	1.268143200000e-05	9.125160000000e-06
100	-1.731300000000e-01	0	8.345660000000e-03	7.484450650000e-02	1.542502550000e-05	9.214560000000e-06
100	-1.722600000000e-01	0	8.364740000000e-03	7.374822860000e-02	1.199553360000e-05	9.260200000000e-06
100	-1.713600000000e-01	0	8.342800000000e-03	7.701767150000e-02	1.405322870000e-05	9.499550000000e-06
100	-1.706200000000e-01	0	8.380000000000e-03	7.299890920000e-02	9.937838510000e-06	9.396170000000e-06
100	-1.697300000000e-01	0	8.367600000000e-03	7.688678290000e-02	1.748272060000e-05	9.425970000000e-06
