# t (s)	mx ()	my ()	mz ()	B_demag.region4x (T)	B_demag.region4y (T)	B_demag.region4z (T)	Counter (No unit)
0	-0.06858881	-0.13605392	0.0006952725	-0.006503431	0.01227893	-0.00126853	0
0	-0.06858881	-0.13605392	0.00069527247	-0.007921118	0.010310695	-0.0006615658	1e-08
0	-0.06858881	-0.1360539	0.0006952725	-0.008257253	0.00792351	-0.000104119164	2e-08
0	-0.06858881	-0.13605392	0.00069527247	-0.007820568	0.006319782	5.963416e-05	3e-08
0	-0.06858881	-0.13605392	0.00069527247	-0.007513185	0.0039558266	0.00034020844	4e-08
0	-0.06858881	-0.1360539	0.0006952725	-0.0049396204	0.0023668448	0.00025638298	5e-08
0	-0.06858881	-0.13605392	0.0006952725	-0.0021244122	0.003264805	-0.0008407297	6e-08
0	-0.06858881	-0.1360539	0.0006952724	-0.0010829241	0.0042792703	-0.0019285746	7e-08
0	-0.06858881	-0.13605392	0.0006952725	0.0010425766	0.0056030736	-0.0030292885	8e-08
0	-0.06858881	-0.13605392	0.0006952724	0.0029411956	0.008641801	-0.0049356204	9e-08
0	-0.06858881	-0.13605392	0.0006952725	0.0017250367	0.011609581	-0.005640777	1e-07
0	-0.06858881	-0.13605392	0.0006952724	0.0009981385	0.014076554	-0.0042369305	1.1e-07
0	-0.06858881	-0.1360539	0.0006952725	-0.0011839179	0.016522344	-0.0014095913	1.2e-07
0	-0.06858881	-0.1360539	0.0006952725	-0.008538255	0.01726632	0.0046273405	1.3e-07
0	-0.06858881	-0.1360539	0.00069527247	-0.016599812	0.0124207195	0.006339547	1.4e-07
0	-0.06858881	-0.13605392	0.0006952724	-0.013207597	0.0063691433	0.007902719	1.5e-07
0	-0.06858881	-0.13605392	0.00069527247	-0.0111341085	0.006999677	0.0065308195	1.6e-07
0	-0.06858881	-0.1360539	0.0006952725	-0.010775205	0.007848504	0.0050794845	1.7e-07
0	-0.06858881	-0.13605392	0.0006952724	-0.011149949	0.008710989	0.0038137995	1.8e-07
0	-0.06858881	-0.13605392	0.0006952725	-0.01200363	0.009372869	0.0027974122	1.9e-07
0	-0.06858881	-0.13605392	0.00069527247	-0.013141529	0.009759839	0.0020217663	2e-07
0	-0.06858881	-0.1360539	0.0006952724	-0.014438496	0.009871124	0.0014539775	2.1e-07
0	-0.06858881	-0.13605392	0.0006952724	-0.015819158	0.00973452	0.0010569545	2.2e-07
0	-0.06858881	-0.13605392	0.0006952724	-0.017240651	0.009384469	0.0007977394	2.3e-07
0	-0.06858881	-0.13605392	0.00069527247	-0.018681413	0.008853274	0.00064962165	2.4e-07
0	-0.06858881	-0.1360539	0.0006952725	-0.020133791	0.008168289	0.00059185125	2.5e-07
0	-0.06858881	-0.13605392	0.00069527247	-0.02159957	0.0073510064	0.00060886296	2.6e-07
0	-0.06858881	-0.13605392	0.0006952724	-0.023087032	0.0064168777	0.00068949145	2.7e-07
0	-0.06858881	-0.1360539	0.00069527247	-0.024609176	0.0053754295	0.00082626904	2.8e-07
0	-0.06858881	-0.13605392	0.0006952724	-0.02618248	0.00423038	0.0010149362	2.9e-07
0	-0.06858881	-0.13605392	0.00069527247	-0.027826272	0.0029796488	0.0012541064	3e-07
0	-0.06858881	-0.13605392	0.0006952724	-0.029562227	0.0016152714	0.0015450773	3.1e-07
0	-0.06858881	-0.1360539	0.0006952724	-0.031414226	0.00012299838	0.0018918454	3.2e-07
0	-0.06858881	-0.13605392	0.0006952724	-0.03340827	-0.0015183444	0.0023012597	3.3e-07
0	-0.06858881	-0.13605392	0.00069527247	-0.035572354	-0.0033378655	0.0027833676	3.4e-07
0	-0.06858881	-0.1360539	0.0006952724	-0.03793649	-0.005374096	0.0033519967	3.5e-07
0	-0.06858881	-0.1360539	0.00069527247	-0.04053227	-0.0076770987	0.004025595	3.6e-07
0	-0.06858881	-0.1360539	0.0006952725	-0.043392267	-0.010311284	0.0048283995	3.7e-07
0	-0.06858881	-0.13605392	0.00069527247	-0.046548452	-0.013359326	0.0057920753	3.8e-07
0	-0.06858881	-0.13605392	0.0006952724	-0.050029457	-0.01692735	0.006957887	3.9e-07
0	-0.06858881	-0.13605392	0.00069527247	-0.05385518	-0.021151872	0.008379606	4e-07
0	-0.06858881	-0.13605392	0.0006952724	-0.058027364	-0.026209034	0.010127342	4.1e-07
0	-0.06858881	-0.1360539	0.00069527247	-0.06251171	-0.032326486	0.012292412	4.2e-07
0	-0.06858881	-0.1360539	0.0006952724	-0.067204885	-0.03979777	0.014993078	4.3e-07
0	-0.06858881	-0.13605392	0.00069527247	-0.071869664	-0.04899546	0.018379537	4.4e-07
0	-0.06858881	-0.13605392	0.0006952725	-0.076009996	-0.060374793	0.022634668	4.5e-07
0	-0.0685888	-0.13605392	0.00069527247	-0.078596905	-0.07439962	0.027944459	4.6e-07
0	-0.06858881	-0.1360539	0.0006952724	-0.07750524	-0.09121761	0.034330174	4.7e-07
0	-0.06858881	-0.1360539	0.00069527247	-0.06847396	-0.1072508	0.040331215	4.8e-07
0	-0.06858881	-0.13605392	0.0006952724	-0.056415234	-0.115777895	0.04375427	4.9e-07
0	-0.06858881	-0.13605392	0.00069527247	-0.046252314	-0.12002576	0.045546733	5e-07
0	-0.06858881	-0.1360539	0.0006952724	-0.03595005	-0.12230884	0.046301506	5.1e-07
0	-0.06858881	-0.13605392	0.00069527247	-0.027380379	-0.12094694	0.0451973	5.2e-07
0	-0.06858881	-0.13605392	0.00069527247	-0.02145552	-0.11893022	0.043502793	5.3e-07
0	-0.06858881	-0.13605392	0.00069527247	-0.01484814	-0.11745748	0.041198727	5.4e-07
0	-0.06858881	-0.1360539	0.0006952724	-0.009296744	-0.11446478	0.037648365	5.5e-07
0	-0.06858881	-0.13605392	0.00069527247	-0.0044375095	-0.11145478	0.03275092	5.6e-07
0	-0.06858881	-0.13605392	0.0006952725	0.0020982707	-0.10801292	0.02924279	5.7e-07
0	-0.06858881	-0.13605392	0.00069527247	0.0065018237	-0.10403185	0.02692982	5.8e-07
0	-0.06858881	-0.1360539	0.0006952724	0.0115756905	-0.10008743	0.024974914	5.9e-07
0	-0.06858881	-0.13605392	0.00069527247	0.0152295325	-0.0962132	0.024437308	6e-07
0	-0.06858881	-0.13605392	0.0006952724	0.017750017	-0.09249144	0.022869425	6.1e-07
0	-0.06858881	-0.13605392	0.00069527247	0.02232029	-0.088949434	0.02190374	6.2e-07
0	-0.06858881	-0.13605392	0.0006952725	0.025554178	-0.08556488	0.022969784	6.3e-07
0	-0.06858881	-0.1360539	0.0006952724	0.027742622	-0.082358964	0.022780828	6.4e-07
0	-0.06858881	-0.13605392	0.0006952724	0.03285764	-0.079325184	0.023498023	6.5e-07
0	-0.06858881	-0.1360539	0.00069527247	0.036376093	-0.076371975	0.026673371	6.6e-07
0	-0.06858881	-0.13605392	0.0006952724	0.039162636	-0.07339618	0.028278606	6.7e-07
0	-0.06858881	-0.13605392	0.00069527247	0.04570746	-0.07038095	0.031151794	6.8e-07
0	-0.06858881	-0.1360539	0.0006952725	0.051046647	-0.06708694	0.036753703	6.9e-07
0	-0.06858881	-0.13605392	0.00069527247	0.05753354	-0.06361087	0.043534193	7e-07
0	-0.06858881	-0.13605392	0.0006952725	0.06376047	-0.060132083	0.053528763	7.1e-07
0	-0.06858881	-0.1360539	0.0006952724	0.06833592	-0.056465194	0.06599945	7.2e-07
0	-0.06858881	-0.13605392	0.0006952724	0.070390634	-0.053557828	0.080503635	7.3e-07
0	-0.06858881	-0.1360539	0.00069527247	0.067571014	-0.052231535	0.095069535	7.4e-07
0	-0.06858881	-0.13605392	0.0006952725	0.059740137	-0.05175872	0.10612592	7.5e-07
0	-0.06858881	-0.13605392	0.00069527247	0.04886585	-0.050216317	0.108850956	7.6e-07
0	-0.06858881	-0.13605392	0.0006952724	0.040386114	-0.046910454	0.10130217	7.7e-07
0	-0.06858881	-0.1360539	0.00069527247	0.03771303	-0.0400894	0.08404239	7.8e-07
0	-0.06858881	-0.13605392	0.00069527247	0.036297556	-0.028918438	0.06397546	7.9e-07
0	-0.06858881	-0.13605392	0.00069527247	0.03200001	-0.02202514	0.049332056	8e-07
0	-0.06858881	-0.1360539	0.0006952724	0.02849613	-0.017403508	0.03864149	8.1e-07
0	-0.06858881	-0.13605392	0.00069527247	0.025607957	-0.014171557	0.030650651	8.2e-07
0	-0.06858881	-0.13605392	0.0006952724	0.023254441	-0.0118045565	0.02459026	8.3e-07
0	-0.06858881	-0.13605392	0.00069527247	0.021304918	-0.009993971	0.019934935	8.4e-07
0	-0.06858881	-0.13605392	0.0006952724	0.019655252	-0.008563035	0.016317936	8.5e-07
0	-0.06858881	-0.13605392	0.00069527247	0.018231822	-0.0074054557	0.01347878	8.6e-07
0	-0.06858881	-0.1360539	0.0006952724	0.01698335	-0.006452505	0.011229003	8.7e-07
0	-0.06858881	-0.1360539	0.00069527247	0.015874045	-0.0056571173	0.00943023	8.8e-07
0	-0.06858881	-0.13605392	0.0006952724	0.014878284	-0.004985775	0.007979752	8.9e-07
0	-0.06858881	-0.13605392	0.00069527247	0.013977313	-0.00441386	0.0068005826	9e-07
0	-0.06858881	-0.1360539	0.0006952724	0.013156974	-0.0039228443	0.0058345166	9.1e-07
0	-0.06858881	-0.13605392	0.00069527247	0.0124063315	-0.0034984737	0.005037176	9.2e-07
0	-0.06858881	-0.13605392	0.0006952724	0.011716721	-0.0031295859	0.0043744515	9.3e-07
0	-0.06858881	-0.13605392	0.00069527247	0.011081114	-0.0028072926	0.0038199285	9.4e-07
0	-0.06858881	-0.1360539	0.0006952725	0.0104936985	-0.0025244402	0.0033529932	9.5e-07
0	-0.06858881	-0.13605392	0.00069527247	0.009949584	-0.0022751817	0.0029574467	9.6e-07
0	-0.06858881	-0.13605392	0.0006952725	0.009444546	-0.0020547127	0.0026204588	9.7e-07
0	-0.06858881	-0.13605392	0.00069527247	0.008974965	-0.0018590313	0.0023318166	9.8e-07
